SERIES,DESCRIPTION,,,,,,,,,,,,,
XUDLBK23,Spot exchange rate - Cyprus Pound into Euro,,,,,,,,,,,,,
XUDLBK26,Spot exchange rate - Czech Koruna into Euro,,,,,,,,,,,,,
XUDLBK29,Spot exchange rate - Estonian Kroon into Euro,,,,,,,,,,,,,
XUDLBK34,Spot exchange rate - Hungarian Forint into Euro,,,,,,,,,,,,,
XUDLBK37,Spot exchange rate - Lithuanian Litas into Euro,,,,,,,,,,,,,
XUDLBK42,Spot exchange rate - Latvian Lats into Euro,,,,,,,,,,,,,
Currency joined the Euro on 01/01/2014,,,,,,,,,,,,,,
XUDLBK45,Spot exchange rate - Maltese Lira into Euro,,,,,,,,,,,,,
XUDLBK48,Spot exchange rate - Polish Zloty into Euro,,,,,,,,,,,,,
XUDLBK53,Spot exchange rate - Slovenian Tolar into Euro,,,,,,,,,,,,,
XUDLBK56,Spot exchange rate - Slovak Koruna into Euro,,,,,,,,,,,,,
XUDLBK63,Spot exchange rate - Japanese Yen into Euro,,,,,,,,,,,,,
XUDLBK68,Spot exchange rate - Swiss Franc into Euro,,,,,,,,,,,,,
XUDLBK76,Spot exchange rate - Danish Krone into Euro,,,,,,,,,,,,,
XUDLSER,Spot exchange rate - Sterling into Euro,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DATE,XUDLBK23,XUDLBK26,XUDLBK29,XUDLBK34,XUDLBK37,XUDLBK42,XUDLBK45,XUDLBK48,XUDLBK53,XUDLBK56,XUDLBK63,XUDLBK68,XUDLBK76,XUDLSER
04-Oct-89,,,,,,,,,,,,,,0.6944
05-Oct-89,,,,,,,,,,,,,,0.6902
06-Oct-89,,,,,,,,,,,,,,0.6899
09-Oct-89,,,,,,,,,,,,,,0.7032
10-Oct-89,,,,,,,,,,,,,,0.7095
11-Oct-89,,,,,,,,,,,,,,0.7075
12-Oct-89,,,,,,,,,,,,,,0.7073
13-Oct-89,,,,,,,,,,,,,,0.7064
16-Oct-89,,,,,,,,,,,,,,0.7121
17-Oct-89,,,,,,,,,,,,,,0.713
18-Oct-89,,,,,,,,,,,,,,0.7109
19-Oct-89,,,,,,,,,,,,,,0.7087
20-Oct-89,,,,,,,,,,,,,,0.7094
23-Oct-89,,,,,,,,,,,,,,0.7068
24-Oct-89,,,,,,,,,,,,,,0.7074
25-Oct-89,,,,,,,,,,,,,,0.7062
26-Oct-89,,,,,,,,,,,,,,0.7048
27-Oct-89,,,,,,,,,,,,,,0.7212
30-Oct-89,,,,,,,,,,,,,,0.721
31-Oct-89,,,,,,,,,,,,,,0.7199
01-Nov-89,,,,,,,,,,,,,,0.7194
02-Nov-89,,,,,,,,,,,,,,0.723
03-Nov-89,,,,,,,,,,,,,,0.7221
06-Nov-89,,,,,,,,,,,,,,0.7174
07-Nov-89,,,,,,,,,,,,,,0.7175
08-Nov-89,,,,,,,,,,,,,,0.7163
09-Nov-89,,,,,,,,,,,,,,0.7148
10-Nov-89,,,,,,,,,,,,,,0.7136
13-Nov-89,,,,,,,,,,,,,,0.7113
14-Nov-89,,,,,,,,,,,,,,0.714
15-Nov-89,,,,,,,,,,,,,,0.7183
16-Nov-89,,,,,,,,,,,,,,0.7195
17-Nov-89,,,,,,,,,,,,,,0.7232
20-Nov-89,,,,,,,,,,,,,,0.7288
21-Nov-89,,,,,,,,,,,,,,0.7327
22-Nov-89,,,,,,,,,,,,,,0.7345
23-Nov-89,,,,,,,,,,,,,,0.7359
24-Nov-89,,,,,,,,,,,,,,0.7396
27-Nov-89,,,,,,,,,,,,,,0.7458
28-Nov-89,,,,,,,,,,,,,,0.7442
29-Nov-89,,,,,,,,,,,,,,0.7476
30-Nov-89,,,,,,,,,,,,,,0.7435
01-Dec-89,,,,,,,,,,,,,,0.747
04-Dec-89,,,,,,,,,,,,,,0.7491
05-Dec-89,,,,,,,,,,,,,,0.7452
06-Dec-89,,,,,,,,,,,,,,0.7481
07-Dec-89,,,,,,,,,,,,,,0.7458
08-Dec-89,,,,,,,,,,,,,,0.744
11-Dec-89,,,,,,,,,,,,,,0.742
12-Dec-89,,,,,,,,,,,,,,0.7442
13-Dec-89,,,,,,,,,,,,,,0.749
14-Dec-89,,,,,,,,,,,,,,0.7501
15-Dec-89,,,,,,,,,,,,,,0.7502
18-Dec-89,,,,,,,,,,,,,,0.7518
19-Dec-89,,,,,,,,,,,,,,0.7495
20-Dec-89,,,,,,,,,,,,,,0.7453
21-Dec-89,,,,,,,,,,,,,,0.7486
22-Dec-89,,,,,,,,,,,,,,0.7504
27-Dec-89,,,,,,,,,,,,,,0.7553
28-Dec-89,,,,,,,,,,,,,,0.7624
29-Dec-89,,,,,,,,,,,,,,0.7611
02-Jan-90,,,,,,,,,,,,,,0.7523
03-Jan-90,,,,,,,,,,,,,,0.7499
04-Jan-90,,,,,,,,,,,,,,0.7553
05-Jan-90,,,,,,,,,,,,,,0.7539
08-Jan-90,,,,,,,,,,,,,,0.754
09-Jan-90,,,,,,,,,,,,,,0.7471
10-Jan-90,,,,,,,,,,,,,,0.745
11-Jan-90,,,,,,,,,,,,,,0.7458
12-Jan-90,,,,,,,,,,,,,,0.7434
15-Jan-90,,,,,,,,,,,,,,0.7394
16-Jan-90,,,,,,,,,,,,,,0.7411
17-Jan-90,,,,,,,,,,,,,,0.7462
18-Jan-90,,,,,,,,,,,,,,0.7413
19-Jan-90,,,,,,,,,,,,,,0.7412
22-Jan-90,,,,,,,,,,,,,,0.7392
23-Jan-90,,,,,,,,,,,,,,0.7454
24-Jan-90,,,,,,,,,,,,,,0.747
25-Jan-90,,,,,,,,,,,,,,0.7444
26-Jan-90,,,,,,,,,,,,,,0.7428
29-Jan-90,,,,,,,,,,,,,,0.7411
30-Jan-90,,,,,,,,,,,,,,0.738
31-Jan-90,,,,,,,,,,,,,,0.7362
01-Feb-90,,,,,,,,,,,,,,0.7366
02-Feb-90,,,,,,,,,,,,,,0.7352
05-Feb-90,,,,,,,,,,,,,,0.7357
06-Feb-90,,,,,,,,,,,,,,0.7382
07-Feb-90,,,,,,,,,,,,,,0.7399
08-Feb-90,,,,,,,,,,,,,,0.7384
09-Feb-90,,,,,,,,,,,,,,0.7351
12-Feb-90,,,,,,,,,,,,,,0.7357
13-Feb-90,,,,,,,,,,,,,,0.7347
14-Feb-90,,,,,,,,,,,,,,0.735
15-Feb-90,,,,,,,,,,,,,,0.7324
16-Feb-90,,,,,,,,,,,,,,0.7316
19-Feb-90,,,,,,,,,,,,,,0.7307
20-Feb-90,,,,,,,,,,,,,,0.7305
21-Feb-90,,,,,,,,,,,,,,0.73
22-Feb-90,,,,,,,,,,,,,,0.7287
23-Feb-90,,,,,,,,,,,,,,0.7289
26-Feb-90,,,,,,,,,,,,,,0.729
27-Feb-90,,,,,,,,,,,,,,0.7335
28-Feb-90,,,,,,,,,,,,,,0.73
01-Mar-90,,,,,,,,,,,,,,0.7328
02-Mar-90,,,,,,,,,,,,,,0.7377
05-Mar-90,,,,,,,,,,,,,,0.7481
06-Mar-90,,,,,,,,,,,,,,0.7458
07-Mar-90,,,,,,,,,,,,,,0.747
08-Mar-90,,,,,,,,,,,,,,0.7484
09-Mar-90,,,,,,,,,,,,,,0.7586
12-Mar-90,,,,,,,,,,,,,,0.7609
13-Mar-90,,,,,,,,,,,,,,0.7603
14-Mar-90,,,,,,,,,,,,,,0.7592
15-Mar-90,,,,,,,,,,,,,,0.7599
16-Mar-90,,,,,,,,,,,,,,0.7594
19-Mar-90,,,,,,,,,,,,,,0.7693
20-Mar-90,,,,,,,,,,,,,,0.7661
21-Mar-90,,,,,,,,,,,,,,0.7686
22-Mar-90,,,,,,,,,,,,,,0.7667
23-Mar-90,,,,,,,,,,,,,,0.763
26-Mar-90,,,,,,,,,,,,,,0.758
27-Mar-90,,,,,,,,,,,,,,0.754
28-Mar-90,,,,,,,,,,,,,,0.7526
29-Mar-90,,,,,,,,,,,,,,0.7558
30-Mar-90,,,,,,,,,,,,,,0.7513
02-Apr-90,,,,,,,,,,,,,,0.7556
03-Apr-90,,,,,,,,,,,,,,0.7552
04-Apr-90,,,,,,,,,,,,,,0.7518
05-Apr-90,,,,,,,,,,,,,,0.7511
06-Apr-90,,,,,,,,,,,,,,0.7551
09-Apr-90,,,,,,,,,,,,,,0.7565
10-Apr-90,,,,,,,,,,,,,,0.7588
11-Apr-90,,,,,,,,,,,,,,0.7621
12-Apr-90,,,,,,,,,,,,,,0.7626
17-Apr-90,,,,,,,,,,,,,,0.7658
18-Apr-90,,,,,,,,,,,,,,0.766
19-Apr-90,,,,,,,,,,,,,,0.7612
20-Apr-90,,,,,,,,,,,,,,0.7595
23-Apr-90,,,,,,,,,,,,,,0.7559
24-Apr-90,,,,,,,,,,,,,,0.758
25-Apr-90,,,,,,,,,,,,,,0.7623
26-Apr-90,,,,,,,,,,,,,,0.7658
27-Apr-90,,,,,,,,,,,,,,0.7646
30-Apr-90,,,,,,,,,,,,,,0.7652
01-May-90,,,,,,,,,,,,,,0.7625
02-May-90,,,,,,,,,,,,,,0.7601
03-May-90,,,,,,,,,,,,,,0.7609
04-May-90,,,,,,,,,,,,,,0.7577
08-May-90,,,,,,,,,,,,,,0.7592
09-May-90,,,,,,,,,,,,,,0.7625
10-May-90,,,,,,,,,,,,,,0.7641
11-May-90,,,,,,,,,,,,,,0.7641
14-May-90,,,,,,,,,,,,,,0.7588
15-May-90,,,,,,,,,,,,,,0.758
16-May-90,,,,,,,,,,,,,,0.7597
17-May-90,,,,,,,,,,,,,,0.7532
18-May-90,,,,,,,,,,,,,,0.7521
21-May-90,,,,,,,,,,,,,,0.7472
22-May-90,,,,,,,,,,,,,,0.7432
23-May-90,,,,,,,,,,,,,,0.7413
24-May-90,,,,,,,,,,,,,,0.7424
25-May-90,,,,,,,,,,,,,,0.7398
29-May-90,,,,,,,,,,,,,,0.7422
30-May-90,,,,,,,,,,,,,,0.7378
31-May-90,,,,,,,,,,,,,,0.7382
01-Jun-90,,,,,,,,,,,,,,0.738
04-Jun-90,,,,,,,,,,,,,,0.7402
05-Jun-90,,,,,,,,,,,,,,0.7382
06-Jun-90,,,,,,,,,,,,,,0.7376
07-Jun-90,,,,,,,,,,,,,,0.7355
08-Jun-90,,,,,,,,,,,,,,0.7353
11-Jun-90,,,,,,,,,,,,,,0.7369
12-Jun-90,,,,,,,,,,,,,,0.7304
13-Jun-90,,,,,,,,,,,,,,0.7273
14-Jun-90,,,,,,,,,,,,,,0.728
15-Jun-90,,,,,,,,,,,,,,0.7264
18-Jun-90,,,,,,,,,,,,,,0.7307
19-Jun-90,,,,,,,,,,,,,,0.7319
20-Jun-90,,,,,,,,,,,,,,0.7271
21-Jun-90,,,,,,,,,,,,,,0.7265
22-Jun-90,,,,,,,,,,,,,,0.7252
25-Jun-90,,,,,,,,,,,,,,0.7253
26-Jun-90,,,,,,,,,,,,,,0.723
27-Jun-90,,,,,,,,,,,,,,0.7261
28-Jun-90,,,,,,,,,,,,,,0.7253
29-Jun-90,,,,,,,,,,,,,,0.7239
02-Jul-90,,,,,,,,,,,,,,0.7221
03-Jul-90,,,,,,,,,,,,,,0.7184
04-Jul-90,,,,,,,,,,,,,,0.7161
05-Jul-90,,,,,,,,,,,,,,0.7157
06-Jul-90,,,,,,,,,,,,,,0.7126
09-Jul-90,,,,,,,,,,,,,,0.7072
10-Jul-90,,,,,,,,,,,,,,0.7053
11-Jul-90,,,,,,,,,,,,,,0.7092
12-Jul-90,,,,,,,,,,,,,,0.7092
13-Jul-90,,,,,,,,,,,,,,0.7089
16-Jul-90,,,,,,,,,,,,,,0.7062
17-Jul-90,,,,,,,,,,,,,,0.7052
18-Jul-90,,,,,,,,,,,,,,0.7041
19-Jul-90,,,,,,,,,,,,,,0.7059
20-Jul-90,,,,,,,,,,,,,,0.7067
23-Jul-90,,,,,,,,,,,,,,0.709
24-Jul-90,,,,,,,,,,,,,,0.7109
25-Jul-90,,,,,,,,,,,,,,0.7176
26-Jul-90,,,,,,,,,,,,,,0.7167
27-Jul-90,,,,,,,,,,,,,,0.7104
30-Jul-90,,,,,,,,,,,,,,0.7097
31-Jul-90,,,,,,,,,,,,,,0.7119
01-Aug-90,,,,,,,,,,,,,,0.7133
02-Aug-90,,,,,,,,,,,,,,0.7135
03-Aug-90,,,,,,,,,,,,,,0.7124
06-Aug-90,,,,,,,,,,,,,,0.7127
07-Aug-90,,,,,,,,,,,,,,0.7104
08-Aug-90,,,,,,,,,,,,,,0.7073
09-Aug-90,,,,,,,,,,,,,,0.7066
10-Aug-90,,,,,,,,,,,,,,0.7061
13-Aug-90,,,,,,,,,,,,,,0.7086
14-Aug-90,,,,,,,,,,,,,,0.7089
15-Aug-90,,,,,,,,,,,,,,0.7086
16-Aug-90,,,,,,,,,,,,,,0.7093
17-Aug-90,,,,,,,,,,,,,,0.707
20-Aug-90,,,,,,,,,,,,,,0.7022
21-Aug-90,,,,,,,,,,,,,,0.7013
22-Aug-90,,,,,,,,,,,,,,0.6999
23-Aug-90,,,,,,,,,,,,,,0.6937
24-Aug-90,,,,,,,,,,,,,,0.693
28-Aug-90,,,,,,,,,,,,,,0.695
29-Aug-90,,,,,,,,,,,,,,0.6935
30-Aug-90,,,,,,,,,,,,,,0.697
31-Aug-90,,,,,,,,,,,,,,0.7041
03-Sep-90,,,,,,,,,,,,,,0.7081
04-Sep-90,,,,,,,,,,,,,,0.7066
05-Sep-90,,,,,,,,,,,,,,0.7063
06-Sep-90,,,,,,,,,,,,,,0.7063
07-Sep-90,,,,,,,,,,,,,,0.7082
10-Sep-90,,,,,,,,,,,,,,0.7134
11-Sep-90,,,,,,,,,,,,,,0.7135
12-Sep-90,,,,,,,,,,,,,,0.7093
13-Sep-90,,,,,,,,,,,,,,0.7091
14-Sep-90,,,,,,,,,,,,,,0.708
17-Sep-90,,,,,,,,,,,,,,0.7073
18-Sep-90,,,,,,,,,,,,,,0.705
19-Sep-90,,,,,,,,,,,,,,0.7094
20-Sep-90,,,,,,,,,,,,,,0.7101
21-Sep-90,,,,,,,,,,,,,,0.7196
24-Sep-90,,,,,,,,,,,,,,0.7139
25-Sep-90,,,,,,,,,,,,,,0.711
26-Sep-90,,,,,,,,,,,,,,0.7164
27-Sep-90,,,,,,,,,,,,,,0.7149
28-Sep-90,,,,,,,,,,,,,,0.7153
01-Oct-90,,,,,,,,,,,,,,0.7148
02-Oct-90,,,,,,,,,,,,,,0.7142
03-Oct-90,,,,,,,,,,,,,,0.7138
04-Oct-90,,,,,,,,,,,,,,0.7142
05-Oct-90,,,,,,,,,,,,,,0.7105
08-Oct-90,,,,,,,,,,,,,,0.6925
09-Oct-90,,,,,,,,,,,,,,0.6965
10-Oct-90,,,,,,,,,,,,,,0.6955
11-Oct-90,,,,,,,,,,,,,,0.6957
12-Oct-90,,,,,,,,,,,,,,0.6976
15-Oct-90,,,,,,,,,,,,,,0.7051
16-Oct-90,,,,,,,,,,,,,,0.7052
17-Oct-90,,,,,,,,,,,,,,0.7049
18-Oct-90,,,,,,,,,,,,,,0.7091
19-Oct-90,,,,,,,,,,,,,,0.7097
22-Oct-90,,,,,,,,,,,,,,0.7096
23-Oct-90,,,,,,,,,,,,,,0.7089
24-Oct-90,,,,,,,,,,,,,,0.7095
25-Oct-90,,,,,,,,,,,,,,0.7092
26-Oct-90,,,,,,,,,,,,,,0.7068
29-Oct-90,,,,,,,,,,,,,,0.708
30-Oct-90,,,,,,,,,,,,,,0.7069
31-Oct-90,,,,,,,,,,,,,,0.7104
01-Nov-90,,,,,,,,,,,,,,0.7129
02-Nov-90,,,,,,,,,,,,,,0.714
05-Nov-90,,,,,,,,,,,,,,0.7136
06-Nov-90,,,,,,,,,,,,,,0.7137
07-Nov-90,,,,,,,,,,,,,,0.7153
08-Nov-90,,,,,,,,,,,,,,0.7142
09-Nov-90,,,,,,,,,,,,,,0.7143
12-Nov-90,,,,,,,,,,,,,,0.7188
13-Nov-90,,,,,,,,,,,,,,0.7197
14-Nov-90,,,,,,,,,,,,,,0.7223
15-Nov-90,,,,,,,,,,,,,,0.7211
16-Nov-90,,,,,,,,,,,,,,0.7215
19-Nov-90,,,,,,,,,,,,,,0.7196
20-Nov-90,,,,,,,,,,,,,,0.7174
21-Nov-90,,,,,,,,,,,,,,0.7178
22-Nov-90,,,,,,,,,,,,,,0.7154
23-Nov-90,,,,,,,,,,,,,,0.7144
26-Nov-90,,,,,,,,,,,,,,0.7127
27-Nov-90,,,,,,,,,,,,,,0.7142
28-Nov-90,,,,,,,,,,,,,,0.7135
29-Nov-90,,,,,,,,,,,,,,0.7145
30-Nov-90,,,,,,,,,,,,,,0.7172
03-Dec-90,,,,,,,,,,,,,,0.7194
04-Dec-90,,,,,,,,,,,,,,0.7206
05-Dec-90,,,,,,,,,,,,,,0.7207
06-Dec-90,,,,,,,,,,,,,,0.7212
07-Dec-90,,,,,,,,,,,,,,0.7226
10-Dec-90,,,,,,,,,,,,,,0.7264
11-Dec-90,,,,,,,,,,,,,,0.7265
12-Dec-90,,,,,,,,,,,,,,0.7254
13-Dec-90,,,,,,,,,,,,,,0.7237
14-Dec-90,,,,,,,,,,,,,,0.7233
17-Dec-90,,,,,,,,,,,,,,0.7251
18-Dec-90,,,,,,,,,,,,,,0.7243
19-Dec-90,,,,,,,,,,,,,,0.7279
20-Dec-90,,,,,,,,,,,,,,0.7261
21-Dec-90,,,,,,,,,,,,,,0.7238
24-Dec-90,,,,,,,,,,,,,,0.7228
27-Dec-90,,,,,,,,,,,,,,0.7214
28-Dec-90,,,,,,,,,,,,,,0.7238
31-Dec-90,,,,,,,,,,,,,,0.7208
02-Jan-91,,,,,,,,,,,,,,0.7199
03-Jan-91,,,,,,,,,,,,,,0.7166
04-Jan-91,,,,,,,,,,,,,,0.7154
07-Jan-91,,,,,,,,,,,,,,0.7149
08-Jan-91,,,,,,,,,,,,,,0.7142
09-Jan-91,,,,,,,,,,,,,,0.7147
10-Jan-91,,,,,,,,,,,,,,0.7144
11-Jan-91,,,,,,,,,,,,,,0.7145
14-Jan-91,,,,,,,,,,,,,,0.7093
15-Jan-91,,,,,,,,,,,,,,0.7096
16-Jan-91,,,,,,,,,,,,,,0.7092
17-Jan-91,,,,,,,,,,,,,,0.7152
18-Jan-91,,,,,,,,,,,,,,0.7148
21-Jan-91,,,,,,,,,,,,,,0.7148
22-Jan-91,,,,,,,,,,,,,,0.716
23-Jan-91,,,,,,,,,,,,,,0.7165
24-Jan-91,,,,,,,,,,,,,,0.7162
25-Jan-91,,,,,,,,,,,,,,0.7151
28-Jan-91,,,,,,,,,,,,,,0.7135
29-Jan-91,,,,,,,,,,,,,,0.713
30-Jan-91,,,,,,,,,,,,,,0.7145
31-Jan-91,,,,,,,,,,,,,,0.7181
01-Feb-91,,,,,,,,,,,,,,0.718
04-Feb-91,,,,,,,,,,,,,,0.7196
05-Feb-91,,,,,,,,,,,,,,0.7192
06-Feb-91,,,,,,,,,,,,,,0.7186
07-Feb-91,,,,,,,,,,,,,,0.7195
08-Feb-91,,,,,,,,,,,,,,0.7203
11-Feb-91,,,,,,,,,,,,,,0.7208
12-Feb-91,,,,,,,,,,,,,,0.7205
13-Feb-91,,,,,,,,,,,,,,0.7181
14-Feb-91,,,,,,,,,,,,,,0.7186
15-Feb-91,,,,,,,,,,,,,,0.7172
18-Feb-91,,,,,,,,,,,,,,0.7177
19-Feb-91,,,,,,,,,,,,,,0.7175
20-Feb-91,,,,,,,,,,,,,,0.7165
21-Feb-91,,,,,,,,,,,,,,0.716
22-Feb-91,,,,,,,,,,,,,,0.7149
25-Feb-91,,,,,,,,,,,,,,0.7134
26-Feb-91,,,,,,,,,,,,,,0.7153
27-Feb-91,,,,,,,,,,,,,,0.7167
28-Feb-91,,,,,,,,,,,,,,0.7164
01-Mar-91,,,,,,,,,,,,,,0.7163
04-Mar-91,,,,,,,,,,,,,,0.7171
05-Mar-91,,,,,,,,,,,,,,0.7172
06-Mar-91,,,,,,,,,,,,,,0.7168
07-Mar-91,,,,,,,,,,,,,,0.7159
08-Mar-91,,,,,,,,,,,,,,0.7141
11-Mar-91,,,,,,,,,,,,,,0.7144
12-Mar-91,,,,,,,,,,,,,,0.7154
13-Mar-91,,,,,,,,,,,,,,0.7141
14-Mar-91,,,,,,,,,,,,,,0.7136
15-Mar-91,,,,,,,,,,,,,,0.7138
18-Mar-91,,,,,,,,,,,,,,0.7158
19-Mar-91,,,,,,,,,,,,,,0.7153
20-Mar-91,,,,,,,,,,,,,,0.7136
21-Mar-91,,,,,,,,,,,,,,0.7125
22-Mar-91,,,,,,,,,,,,,,0.7108
25-Mar-91,,,,,,,,,,,,,,0.7107
26-Mar-91,,,,,,,,,,,,,,0.7065
27-Mar-91,,,,,,,,,,,,,,0.7049
28-Mar-91,,,,,,,,,,,,,,0.7048
02-Apr-91,,,,,,,,,,,,,,0.7044
03-Apr-91,,,,,,,,,,,,,,0.7053
04-Apr-91,,,,,,,,,,,,,,0.705
05-Apr-91,,,,,,,,,,,,,,0.7038
08-Apr-91,,,,,,,,,,,,,,0.7022
09-Apr-91,,,,,,,,,,,,,,0.7016
10-Apr-91,,,,,,,,,,,,,,0.7017
11-Apr-91,,,,,,,,,,,,,,0.701
12-Apr-91,,,,,,,,,,,,,,0.7016
15-Apr-91,,,,,,,,,,,,,,0.7007
16-Apr-91,,,,,,,,,,,,,,0.7042
17-Apr-91,,,,,,,,,,,,,,0.7043
18-Apr-91,,,,,,,,,,,,,,0.7019
19-Apr-91,,,,,,,,,,,,,,0.7019
22-Apr-91,,,,,,,,,,,,,,0.7029
23-Apr-91,,,,,,,,,,,,,,0.7041
24-Apr-91,,,,,,,,,,,,,,0.7078
25-Apr-91,,,,,,,,,,,,,,0.7099
26-Apr-91,,,,,,,,,,,,,,0.7103
29-Apr-91,,,,,,,,,,,,,,0.7078
30-Apr-91,,,,,,,,,,,,,,0.7086
01-May-91,,,,,,,,,,,,,,0.7102
02-May-91,,,,,,,,,,,,,,0.7091
03-May-91,,,,,,,,,,,,,,0.7085
07-May-91,,,,,,,,,,,,,,0.7083
08-May-91,,,,,,,,,,,,,,0.705
09-May-91,,,,,,,,,,,,,,0.7064
10-May-91,,,,,,,,,,,,,,0.7068
13-May-91,,,,,,,,,,,,,,0.7058
14-May-91,,,,,,,,,,,,,,0.7079
15-May-91,,,,,,,,,,,,,,0.7091
16-May-91,,,,,,,,,,,,,,0.7061
17-May-91,,,,,,,,,,,,,,0.7052
20-May-91,,,,,,,,,,,,,,0.7053
21-May-91,,,,,,,,,,,,,,0.7053
22-May-91,,,,,,,,,,,,,,0.7046
23-May-91,,,,,,,,,,,,,,0.7047
24-May-91,,,,,,,,,,,,,,0.7077
28-May-91,,,,,,,,,,,,,,0.7068
29-May-91,,,,,,,,,,,,,,0.7081
30-May-91,,,,,,,,,,,,,,0.7101
31-May-91,,,,,,,,,,,,,,0.7097
03-Jun-91,,,,,,,,,,,,,,0.7074
04-Jun-91,,,,,,,,,,,,,,0.7072
05-Jun-91,,,,,,,,,,,,,,0.7084
06-Jun-91,,,,,,,,,,,,,,0.7092
07-Jun-91,,,,,,,,,,,,,,0.7083
10-Jun-91,,,,,,,,,,,,,,0.7099
11-Jun-91,,,,,,,,,,,,,,0.7105
12-Jun-91,,,,,,,,,,,,,,0.7103
13-Jun-91,,,,,,,,,,,,,,0.7115
14-Jun-91,,,,,,,,,,,,,,0.7139
17-Jun-91,,,,,,,,,,,,,,0.7163
18-Jun-91,,,,,,,,,,,,,,0.7156
19-Jun-91,,,,,,,,,,,,,,0.7147
20-Jun-91,,,,,,,,,,,,,,0.7133
21-Jun-91,,,,,,,,,,,,,,0.7126
24-Jun-91,,,,,,,,,,,,,,0.7135
25-Jun-91,,,,,,,,,,,,,,0.7144
26-Jun-91,,,,,,,,,,,,,,0.7145
27-Jun-91,,,,,,,,,,,,,,0.7142
28-Jun-91,,,,,,,,,,,,,,0.7123
01-Jul-91,,,,,,,,,,,,,,0.7126
02-Jul-91,,,,,,,,,,,,,,0.7124
03-Jul-91,,,,,,,,,,,,,,0.7118
04-Jul-91,,,,,,,,,,,,,,0.7106
05-Jul-91,,,,,,,,,,,,,,0.7085
08-Jul-91,,,,,,,,,,,,,,0.709
09-Jul-91,,,,,,,,,,,,,,0.7094
10-Jul-91,,,,,,,,,,,,,,0.7112
11-Jul-91,,,,,,,,,,,,,,0.7109
12-Jul-91,,,,,,,,,,,,,,0.708
15-Jul-91,,,,,,,,,,,,,,0.7082
16-Jul-91,,,,,,,,,,,,,,0.7063
17-Jul-91,,,,,,,,,,,,,,0.7079
18-Jul-91,,,,,,,,,,,,,,0.7079
19-Jul-91,,,,,,,,,,,,,,0.7075
22-Jul-91,,,,,,,,,,,,,,0.7072
23-Jul-91,,,,,,,,,,,,,,0.7076
24-Jul-91,,,,,,,,,,,,,,0.711
25-Jul-91,,,,,,,,,,,,,,0.7109
26-Jul-91,,,,,,,,,,,,,,0.7118
29-Jul-91,,,,,,,,,,,,,,0.7118
30-Jul-91,,,,,,,,,,,,,,0.7103
31-Jul-91,,,,,,,,,,,,,,0.7108
01-Aug-91,,,,,,,,,,,,,,0.7105
02-Aug-91,,,,,,,,,,,,,,0.7104
05-Aug-91,,,,,,,,,,,,,,0.7105
06-Aug-91,,,,,,,,,,,,,,0.7127
07-Aug-91,,,,,,,,,,,,,,0.7126
08-Aug-91,,,,,,,,,,,,,,0.7137
09-Aug-91,,,,,,,,,,,,,,0.7131
12-Aug-91,,,,,,,,,,,,,,0.7129
13-Aug-91,,,,,,,,,,,,,,0.712
14-Aug-91,,,,,,,,,,,,,,0.7121
15-Aug-91,,,,,,,,,,,,,,0.7139
16-Aug-91,,,,,,,,,,,,,,0.7132
19-Aug-91,,,,,,,,,,,,,,0.7067
20-Aug-91,,,,,,,,,,,,,,0.7084
21-Aug-91,,,,,,,,,,,,,,0.7106
22-Aug-91,,,,,,,,,,,,,,0.7132
23-Aug-91,,,,,,,,,,,,,,0.7134
27-Aug-91,,,,,,,,,,,,,,0.7117
28-Aug-91,,,,,,,,,,,,,,0.7114
29-Aug-91,,,,,,,,,,,,,,0.7128
30-Aug-91,,,,,,,,,,,,,,0.7128
02-Sep-91,,,,,,,,,,,,,,0.7109
03-Sep-91,,,,,,,,,,,,,,0.7105
04-Sep-91,,,,,,,,,,,,,,0.7104
05-Sep-91,,,,,,,,,,,,,,0.7102
06-Sep-91,,,,,,,,,,,,,,0.7108
09-Sep-91,,,,,,,,,,,,,,0.7106
10-Sep-91,,,,,,,,,,,,,,0.7123
11-Sep-91,,,,,,,,,,,,,,0.713
12-Sep-91,,,,,,,,,,,,,,0.7136
13-Sep-91,,,,,,,,,,,,,,0.7154
16-Sep-91,,,,,,,,,,,,,,0.7166
17-Sep-91,,,,,,,,,,,,,,0.7168
18-Sep-91,,,,,,,,,,,,,,0.7166
19-Sep-91,,,,,,,,,,,,,,0.7158
20-Sep-91,,,,,,,,,,,,,,0.7149
23-Sep-91,,,,,,,,,,,,,,0.7165
24-Sep-91,,,,,,,,,,,,,,0.7165
25-Sep-91,,,,,,,,,,,,,,0.7154
26-Sep-91,,,,,,,,,,,,,,0.7161
27-Sep-91,,,,,,,,,,,,,,0.7155
30-Sep-91,,,,,,,,,,,,,,0.7166
01-Oct-91,,,,,,,,,,,,,,0.7161
02-Oct-91,,,,,,,,,,,,,,0.7163
03-Oct-91,,,,,,,,,,,,,,0.7158
04-Oct-91,,,,,,,,,,,,,,0.7156
07-Oct-91,,,,,,,,,,,,,,0.7163
08-Oct-91,,,,,,,,,,,,,,0.7176
09-Oct-91,,,,,,,,,,,,,,0.7183
10-Oct-91,,,,,,,,,,,,,,0.7186
11-Oct-91,,,,,,,,,,,,,,0.7173
14-Oct-91,,,,,,,,,,,,,,0.7169
